id,user_id,sum_amount_usd,count_amount_usd,transactions_2018,transactions_2019_May,last_transaction_month,months,transaction_april,transaction_may
7350,user_7350,1615,28,28,0,Dec-18,5,0,0
7351,user_7351,1526,83,74,9,May-19,0,1,1
7352,user_7352,5928,62,62,0,Nov-18,6,0,0
7353,user_7353,1875,31,7,24,May-19,0,0,1
7354,user_7354,2770,31,26,5,May-19,0,0,1
7355,user_7355,208,12,12,0,Dec-18,5,0,0
7356,user_7356,9178,59,15,44,Apr-19,1,1,0
7357,user_7357,1167,33,26,7,Jan-19,4,0,0
7358,user_7358,5131,99,61,38,Apr-19,1,1,0
7359,user_7359,3025,416,342,74,May-19,0,1,1
7361,user_7361,15,4,4,0,Jun-18,11,0,0
7362,user_7362,11,2,2,0,Jun-18,11,0,0
7363,user_7363,14,3,3,0,Jun-18,11,0,0
7364,user_7364,510,15,5,10,Apr-19,1,1,0
7365,user_7365,21,3,3,0,Jul-18,10,0,0
7366,user_7366,9567,570,269,301,May-19,0,1,1
7367,user_7367,2739,130,86,44,Apr-19,1,1,0
7368,user_7368,22790,954,663,291,May-19,0,1,1
7369,user_7369,29,4,4,0,Jul-18,10,0,0
7370,user_7370,1024,83,54,29,May-19,0,1,1
7371,user_7371,3120,111,68,43,Apr-19,1,1,0
7372,user_7372,1187,125,45,80,May-19,0,1,1
7373,user_7373,4736,116,84,32,Apr-19,1,1,0
7374,user_7374,3519,59,45,14,Mar-19,2,0,0
7375,user_7375,2098,81,33,48,May-19,0,1,1
7376,user_7376,4672,271,155,116,May-19,0,1,1
7378,user_7378,28019,350,138,212,May-19,0,1,1
7379,user_7379,9,2,2,0,Jun-18,11,0,0
7380,user_7380,25175,23,23,0,Nov-18,6,0,0
7381,user_7381,49,3,3,0,Jun-18,11,0,0
7382,user_7382,4004,108,90,18,Mar-19,2,0,0
7383,user_7383,4586,113,113,0,Dec-18,5,0,0
7384,user_7384,21550,153,81,72,May-19,0,1,1
7385,user_7385,1802,116,73,43,May-19,0,1,1
7386,user_7386,1442,31,29,2,May-19,0,0,1
7387,user_7387,6973,372,66,306,Apr-19,1,1,0
7388,user_7388,69600,131,52,79,May-19,0,1,1
7389,user_7389,1321,42,33,9,Apr-19,1,1,0
7390,user_7390,11,2,2,0,Jun-18,11,0,0
7391,user_7391,9164,401,237,164,May-19,0,1,1
7392,user_7392,11687,127,9,118,May-19,0,1,1
7393,user_7393,11,2,2,0,Jun-18,11,0,0
7394,user_7394,15907,580,238,342,May-19,0,1,1
7395,user_7395,8294,84,27,57,May-19,0,1,1
7396,user_7396,5811,143,104,39,May-19,0,1,1
7397,user_7397,56598,298,209,89,May-19,0,1,1
7398,user_7398,26928,151,111,40,May-19,0,1,1
7399,user_7399,8848,183,92,91,May-19,0,1,1
7400,user_7400,1706,91,91,0,Sep-18,8,0,0
7401,user_7401,13435,131,111,20,Apr-19,1,1,0
7402,user_7402,4046,85,78,7,Mar-19,2,0,0
7403,user_7403,3496,70,36,34,May-19,0,1,1
7404,user_7404,43,10,10,0,Jun-18,11,0,0
7405,user_7405,4143,142,100,42,May-19,0,1,1
7406,user_7406,1797,30,30,0,Jul-18,10,0,0
7407,user_7407,25090,674,308,366,May-19,0,1,1
7408,user_7408,408,75,31,44,May-19,0,1,1
7409,user_7409,28753,247,55,192,May-19,0,1,1
7410,user_7410,5200,33,26,7,Apr-19,1,1,0
7411,user_7411,7690,295,188,107,May-19,0,1,1
7412,user_7412,1109,71,68,3,Jan-19,4,0,0
7413,user_7413,1122,21,21,0,Oct-18,7,0,0
7414,user_7414,12418,1021,477,544,May-19,0,1,1
7415,user_7415,1742,64,48,16,May-19,0,1,1
7416,user_7416,393,18,2,16,May-19,0,1,1
7417,user_7417,11573,45,0,45,May-19,0,1,1
7418,user_7418,7,6,5,1,Mar-19,2,0,0
7419,user_7419,371,19,2,17,Jan-19,4,0,0
7420,user_7420,162427,28,19,9,Apr-19,1,1,0
7421,user_7421,37,6,6,0,Sep-18,8,0,0
7422,user_7422,12384,185,111,74,May-19,0,1,1
7423,user_7423,9140,158,101,57,May-19,0,1,1
7424,user_7424,5121,94,73,21,May-19,0,0,1
7425,user_7425,113,10,9,1,Feb-19,3,0,0
7426,user_7426,3888,44,41,3,Apr-19,1,1,0
7427,user_7427,448,23,23,0,Dec-18,5,0,0
7428,user_7428,6138,251,184,67,May-19,0,1,1
7429,user_7429,1150,13,3,10,May-19,0,1,1
7430,user_7430,44950,46,41,5,May-19,0,1,1
7431,user_7431,26003,685,318,367,May-19,0,1,1
7432,user_7432,3609,55,52,3,May-19,0,1,1
7433,user_7433,7,4,2,2,Jan-19,4,0,0
7434,user_7434,16192,263,139,124,May-19,0,1,1
7435,user_7435,13136,149,87,62,Apr-19,1,1,0
7436,user_7436,12745,224,146,78,May-19,0,1,1
7437,user_7437,310,10,10,0,Oct-18,7,0,0
7438,user_7438,86,4,4,0,Jul-18,10,0,0
7439,user_7439,2521,119,110,9,Apr-19,1,1,0
7440,user_7440,2370,304,203,101,May-19,0,1,1
7441,user_7441,6829,607,491,116,May-19,0,0,1
7442,user_7442,3117,139,137,2,Feb-19,3,0,0
7443,user_7443,6469,155,64,91,May-19,0,1,1
7444,user_7444,15782,22,18,4,Apr-19,1,1,0
7445,user_7445,3474,480,28,452,May-19,0,1,1
7446,user_7446,7867,272,253,19,May-19,0,1,1
7447,user_7447,42213,1006,762,244,May-19,0,1,1
7448,user_7448,3551,89,88,1,Mar-19,2,0,0
7449,user_7449,1,1,1,0,Aug-18,9,0,0
7450,user_7450,1012,59,57,2,Mar-19,2,0,0
7451,user_7451,2436,87,70,17,May-19,0,0,1
7452,user_7452,486535,677,395,282,May-19,0,1,1
7453,user_7453,1036,38,38,0,Aug-18,9,0,0
7454,user_7454,3333,453,270,183,May-19,0,1,1
7455,user_7455,2046,115,6,109,May-19,0,1,1
7456,user_7456,33392,2055,967,1088,May-19,0,1,1
7457,user_7457,13281,98,67,31,May-19,0,1,1
7458,user_7458,2286,43,43,0,Dec-18,5,0,0
7459,user_7459,8461,291,157,134,May-19,0,1,1
7460,user_7460,4590,111,68,43,Apr-19,1,1,0
7462,user_7462,125,11,8,3,May-19,0,1,1
7463,user_7463,1452,139,88,51,May-19,0,1,1
7464,user_7464,6055,563,248,315,May-19,0,1,1
7465,user_7465,890,35,35,0,Aug-18,9,0,0
7466,user_7466,227,13,6,7,Apr-19,1,1,0
7467,user_7467,23127,145,101,44,Apr-19,1,1,0
7468,user_7468,9491,402,219,183,May-19,0,1,1
7469,user_7469,17974,172,167,5,Apr-19,1,1,0
7470,user_7470,209,17,14,3,Feb-19,3,0,0
7471,user_7471,33074,229,46,183,May-19,0,1,1
7472,user_7472,24835,790,491,299,May-19,0,1,1
7473,user_7473,11,2,2,0,Jun-18,11,0,0
7474,user_7474,197,7,2,5,May-19,0,0,1
7475,user_7475,3646,95,76,19,May-19,0,0,1
7476,user_7476,3411,54,51,3,Apr-19,1,1,0
7477,user_7477,110737,613,337,276,May-19,0,1,1
7478,user_7478,4286,19,15,4,Apr-19,1,1,0
7479,user_7479,31408,255,200,55,Apr-19,1,1,0
7480,user_7480,200,17,7,10,Mar-19,2,0,0
7481,user_7481,14,3,3,0,Jun-18,11,0,0
7482,user_7482,13793,755,187,568,May-19,0,1,1
7483,user_7483,950,45,24,21,May-19,0,1,1
7484,user_7484,1002,83,50,33,Apr-19,1,1,0
7486,user_7486,834,37,2,35,May-19,0,1,1
7487,user_7487,14829,565,322,243,May-19,0,1,1
7488,user_7488,949,71,71,0,Dec-18,5,0,0
7489,user_7489,96645,189,93,96,May-19,0,1,1
7490,user_7490,2511,37,19,18,Apr-19,1,1,0
7491,user_7491,314,24,24,0,Dec-18,5,0,0
7492,user_7492,53160,189,166,23,Apr-19,1,1,0
7493,user_7493,24,3,3,0,Jun-18,11,0,0
7494,user_7494,5654,252,193,59,May-19,0,1,1
7495,user_7495,3680,53,19,34,Mar-19,2,0,0
7496,user_7496,12836,135,68,67,Apr-19,1,1,0
7497,user_7497,26431,644,396,248,May-19,0,1,1
7498,user_7498,52,8,4,4,Apr-19,1,1,0
7499,user_7499,37,4,2,2,Apr-19,1,1,0
7500,user_7500,30,3,3,0,Jun-18,11,0,0
7501,user_7501,1525,53,9,44,Apr-19,1,1,0
7502,user_7502,273,5,5,0,Sep-18,8,0,0
7503,user_7503,3447,361,257,104,May-19,0,1,1
7504,user_7504,4597,230,132,98,May-19,0,1,1
7505,user_7505,12238,201,87,114,Apr-19,1,1,0
7506,user_7506,53926,1436,411,1025,May-19,0,1,1
7507,user_7507,11346,222,79,143,Mar-19,2,0,0
7508,user_7508,16834,749,438,311,May-19,0,1,1
7509,user_7509,158147,86,82,4,Feb-19,3,0,0
7510,user_7510,18,3,3,0,Jul-18,10,0,0
7511,user_7511,185,7,7,0,Aug-18,9,0,0
7513,user_7513,1481,115,114,1,Feb-19,3,0,0
7514,user_7514,17150,214,126,88,Apr-19,1,1,0
7515,user_7515,80,6,6,0,Jun-18,11,0,0
7516,user_7516,1167,89,15,74,Apr-19,1,1,0
7517,user_7517,113,47,6,41,May-19,0,0,1
7518,user_7518,905,32,4,28,Apr-19,1,1,0
7519,user_7519,1923,74,69,5,May-19,0,1,1
7520,user_7520,6287,26,24,2,Apr-19,1,1,0
7521,user_7521,2191,15,15,0,Aug-18,9,0,0
7522,user_7522,14340,359,294,65,Mar-19,2,0,0
7523,user_7523,125,4,1,3,Apr-19,1,1,0
7524,user_7524,2260,130,67,63,May-19,0,1,1
7525,user_7525,13768,160,5,155,May-19,0,1,1
7526,user_7526,33,4,4,0,Jun-18,11,0,0
7527,user_7527,14537,206,142,64,Mar-19,2,0,0
7528,user_7528,16357,338,10,328,May-19,0,1,1
7529,user_7529,670,29,25,4,May-19,0,1,1
7530,user_7530,2715,78,34,44,Apr-19,1,1,0
7531,user_7531,2830,44,42,2,Apr-19,1,1,0
7532,user_7532,5726,89,84,5,Mar-19,2,0,0
7533,user_7533,1434,44,42,2,Mar-19,2,0,0
7534,user_7534,7671,210,151,59,May-19,0,1,1
7535,user_7535,1167,128,92,36,May-19,0,1,1
7536,user_7536,7776,174,166,8,Apr-19,1,1,0
7537,user_7537,4548,178,86,92,Mar-19,2,0,0
7538,user_7538,813,10,10,0,Sep-18,8,0,0
7539,user_7539,15028,41,21,20,Apr-19,1,1,0
7540,user_7540,3485,94,24,70,May-19,0,1,1
7542,user_7542,10202,55,13,42,May-19,0,1,1
7543,user_7543,290,12,7,5,Apr-19,1,1,0
7544,user_7544,2621,29,29,0,Oct-18,7,0,0
7545,user_7545,44853,80,47,33,May-19,0,0,1
7546,user_7546,104,10,7,3,May-19,0,1,1
7547,user_7547,7105,124,80,44,Apr-19,1,1,0
7548,user_7548,1833,95,95,0,Jul-18,10,0,0
7549,user_7549,6371,20,18,2,Apr-19,1,1,0
7550,user_7550,428,129,125,4,Apr-19,1,1,0
7551,user_7551,401,3,3,0,Aug-18,9,0,0
7552,user_7552,3818,108,56,52,May-19,0,1,1
7553,user_7553,22672,390,383,7,Apr-19,1,1,0
7554,user_7554,20,2,2,0,Jun-18,11,0,0
7555,user_7555,536,21,21,0,Jun-18,11,0,0
7556,user_7556,2973,184,111,73,Mar-19,2,0,0
7557,user_7557,4662,105,64,41,Apr-19,1,1,0
7558,user_7558,2539,70,11,59,May-19,0,1,1
7559,user_7559,693,38,30,8,May-19,0,1,1
7560,user_7560,2745,56,9,47,May-19,0,1,1
7561,user_7561,35,5,5,0,Aug-18,9,0,0
7562,user_7562,83,7,7,0,Dec-18,5,0,0
7563,user_7563,55046,872,378,494,May-19,0,1,1
7564,user_7564,22330,633,332,301,May-19,0,1,1
7566,user_7566,17,2,1,1,Mar-19,2,0,0
7567,user_7567,24261,439,229,210,May-19,0,1,1
7568,user_7568,821,28,26,2,Jan-19,4,0,0
7569,user_7569,466,43,12,31,May-19,0,1,1
7570,user_7570,31995,310,148,162,May-19,0,1,1
7571,user_7571,1271,45,2,43,May-19,0,1,1
7572,user_7572,1391,34,34,0,Dec-18,5,0,0
7573,user_7573,8050,489,486,3,Jan-19,4,0,0
7574,user_7574,3230,65,36,29,May-19,0,1,1
7575,user_7575,128,11,3,8,Jan-19,4,0,0
7576,user_7576,9054,73,30,43,May-19,0,1,1
7577,user_7577,1603,55,53,2,Feb-19,3,0,0
7578,user_7578,1805,95,63,32,Apr-19,1,1,0
7579,user_7579,1102,55,25,30,May-19,0,1,1
7580,user_7580,2567,33,17,16,May-19,0,1,1
7581,user_7581,3640,52,28,24,Apr-19,1,1,0
7582,user_7582,15261,79,76,3,Apr-19,1,1,0
7583,user_7583,3891,56,51,5,May-19,0,0,1
7584,user_7584,23628,208,110,98,May-19,0,1,1
7585,user_7585,3974,36,36,0,Jul-18,10,0,0
7586,user_7586,3046,255,154,101,May-19,0,1,1
7587,user_7587,4433,181,117,64,May-19,0,1,1
7588,user_7588,344,32,27,5,Apr-19,1,1,0
7589,user_7589,4405,224,86,138,May-19,0,1,1
7590,user_7590,7858,188,165,23,Feb-19,3,0,0
7591,user_7591,81,10,6,4,Apr-19,1,1,0
7592,user_7592,1995,50,16,34,Apr-19,1,1,0
7593,user_7593,2050,131,91,40,May-19,0,1,1
7594,user_7594,5332,219,165,54,May-19,0,1,1
7595,user_7595,1047,40,39,1,Apr-19,1,1,0
7596,user_7596,26492,37,27,10,Apr-19,1,1,0
7597,user_7597,3408,75,54,21,Mar-19,2,0,0
7598,user_7598,12927,171,43,128,May-19,0,1,1
7599,user_7599,4145,146,84,62,Mar-19,2,0,0
7600,user_7600,40765,369,180,189,May-19,0,1,1
7601,user_7601,258,18,14,4,Feb-19,3,0,0
7602,user_7602,164,14,14,0,Jul-18,10,0,0
7603,user_7603,20643,510,264,246,May-19,0,1,1
7604,user_7604,9486,45,35,10,May-19,0,0,1
7605,user_7605,18342,491,282,209,May-19,0,1,1
7606,user_7606,1125,66,32,34,May-19,0,1,1
7607,user_7607,13217,330,142,188,May-19,0,1,1
7608,user_7608,2277,69,18,51,May-19,0,1,1
7609,user_7609,1989,32,28,4,Mar-19,2,0,0
7610,user_7610,169841,773,468,305,May-19,0,1,1
7611,user_7611,683,14,8,6,Apr-19,1,1,0
7612,user_7612,89,12,10,2,Mar-19,2,0,0
7613,user_7613,7162,195,91,104,May-19,0,1,1
7615,user_7615,2521,121,93,28,Apr-19,1,1,0
7616,user_7616,718,11,11,0,Nov-18,6,0,0
7617,user_7617,1179,46,17,29,Apr-19,1,1,0
7618,user_7618,12418,60,48,12,Apr-19,1,1,0
7619,user_7619,1930,50,3,47,May-19,0,1,1
7620,user_7620,3203,325,222,103,May-19,0,1,1
7621,user_7621,9565,42,15,27,May-19,0,1,1
7622,user_7622,24253,533,10,523,May-19,0,1,1
7623,user_7623,4450,44,22,22,May-19,0,1,1
7624,user_7624,30114,535,214,321,May-19,0,1,1
7625,user_7625,1244,30,30,0,Sep-18,8,0,0
7626,user_7626,9,2,2,0,Aug-18,9,0,0
7627,user_7627,3713,29,29,0,Jul-18,10,0,0
7628,user_7628,4371,52,23,29,May-19,0,1,1
7629,user_7629,8769,226,164,62,May-19,0,1,1
7630,user_7630,29614,2585,953,1632,May-19,0,1,1
7631,user_7631,706,11,7,4,Mar-19,2,0,0
7632,user_7632,9,2,2,0,Jun-18,11,0,0
7633,user_7633,411,33,18,15,May-19,0,0,1
7634,user_7634,465,4,4,0,Oct-18,7,0,0
7635,user_7635,1096,19,2,17,May-19,0,0,1
7636,user_7636,2665,37,33,4,Mar-19,2,0,0
7638,user_7638,2469,57,49,8,Apr-19,1,1,0
7639,user_7639,7026,58,43,15,Apr-19,1,1,0
7640,user_7640,278,89,39,50,May-19,0,1,1
7641,user_7641,4906,131,80,51,Apr-19,1,1,0
7642,user_7642,245,6,6,0,Jun-18,11,0,0
7643,user_7643,1238,78,23,55,May-19,0,1,1
7644,user_7644,1726,70,62,8,May-19,0,1,1
7645,user_7645,7048,168,137,31,May-19,0,1,1
7646,user_7646,2721,131,86,45,May-19,0,1,1
7647,user_7647,1521,167,66,101,May-19,0,1,1
7648,user_7648,7741,447,231,216,May-19,0,1,1
7649,user_7649,2234,91,15,76,May-19,0,1,1
7650,user_7650,26487,158,123,35,May-19,0,1,1
7651,user_7651,9,2,2,0,Jun-18,11,0,0
7652,user_7652,1728,35,35,0,Sep-18,8,0,0
7653,user_7653,20,2,2,0,Jun-18,11,0,0
7654,user_7654,16538,190,31,159,May-19,0,1,1
7655,user_7655,3861,103,103,0,Aug-18,9,0,0
7656,user_7656,14804,1067,1040,27,Feb-19,3,0,0
7657,user_7657,12,6,3,3,Apr-19,1,1,0
7658,user_7658,962,10,7,3,Jan-19,4,0,0
7659,user_7659,10109,200,184,16,Apr-19,1,1,0
7661,user_7661,26,8,8,0,Jun-18,11,0,0
7662,user_7662,1463,37,34,3,Jan-19,4,0,0
7663,user_7663,16,21,0,21,Apr-19,1,1,0
7664,user_7664,3333,87,64,23,Apr-19,1,1,0
7665,user_7665,13777,513,317,196,Mar-19,2,0,0
7666,user_7666,2274,308,176,132,May-19,0,1,1
7667,user_7667,8544,44,18,26,May-19,0,0,1
7668,user_7668,2584,95,65,30,Mar-19,2,0,0
7669,user_7669,41092,839,494,345,May-19,0,1,1
7670,user_7670,38,6,6,0,Sep-18,8,0,0
7671,user_7671,1682,112,51,61,May-19,0,1,1
7672,user_7672,1342,20,20,0,Oct-18,7,0,0
7673,user_7673,419,30,0,30,May-19,0,1,1
7674,user_7674,21520,411,174,237,May-19,0,1,1
7675,user_7675,2536,90,30,60,May-19,0,1,1
7676,user_7676,63911,487,255,232,May-19,0,1,1
7677,user_7677,9128,277,166,111,May-19,0,1,1
7678,user_7678,367,18,18,0,Sep-18,8,0,0
7679,user_7679,1542,50,44,6,Mar-19,2,0,0
7680,user_7680,553,51,45,6,Apr-19,1,1,0
7681,user_7681,18259,296,36,260,May-19,0,1,1
7682,user_7682,3399,78,45,33,Feb-19,3,0,0
7683,user_7683,851531,35,18,17,Apr-19,1,1,0
7684,user_7684,20102,694,382,312,May-19,0,1,1
7685,user_7685,2762,89,65,24,Mar-19,2,0,0
7686,user_7686,7640,136,79,57,May-19,0,1,1
7687,user_7687,11400,359,298,61,May-19,0,1,1
7688,user_7688,3183,54,27,27,Mar-19,2,0,0
7689,user_7689,4136,385,269,116,May-19,0,1,1
7690,user_7690,15,2,2,0,Jun-18,11,0,0
7692,user_7692,15,2,2,0,Jun-18,11,0,0
7693,user_7693,7270,180,121,59,Apr-19,1,1,0
7695,user_7695,170,2,2,0,Jun-18,11,0,0
7696,user_7696,2021,113,103,10,May-19,0,1,1
7697,user_7697,30432,84,79,5,Apr-19,1,1,0
7698,user_7698,351,3,3,0,Nov-18,6,0,0
7699,user_7699,306,11,11,0,Aug-18,9,0,0
7700,user_7700,528,41,2,39,May-19,0,1,1
7701,user_7701,11037,168,96,72,May-19,0,1,1
7702,user_7702,48824,162,104,58,Apr-19,1,1,0
7703,user_7703,378,8,6,2,Mar-19,2,0,0
7704,user_7704,9,2,2,0,Oct-18,7,0,0
7705,user_7705,1808,127,106,21,May-19,0,1,1
7706,user_7706,2448,57,57,0,Nov-18,6,0,0
7707,user_7707,411,7,5,2,Apr-19,1,1,0
7709,user_7709,2763,36,10,26,Apr-19,1,1,0
7710,user_7710,16718,79,51,28,May-19,0,0,1
7711,user_7711,23,4,4,0,Jun-18,11,0,0
7712,user_7712,433,17,17,0,Jun-18,11,0,0
7713,user_7713,27218,461,254,207,May-19,0,1,1
7714,user_7714,27176,2108,889,1219,May-19,0,1,1
7715,user_7715,102,16,15,1,Feb-19,3,0,0
7716,user_7716,4186,408,198,210,May-19,0,1,1
7717,user_7717,16343,170,139,31,May-19,0,0,1
7718,user_7718,270,42,23,19,May-19,0,1,1
7719,user_7719,27348,36,35,1,Apr-19,1,1,0
7720,user_7720,289,9,9,0,Aug-18,9,0,0
7721,user_7721,12675,99,57,42,Feb-19,3,0,0
7722,user_7722,205,6,6,0,Jun-18,11,0,0
7724,user_7724,3,3,3,0,Jun-18,11,0,0
7725,user_7725,753,34,19,15,Apr-19,1,1,0
7726,user_7726,4747,299,55,244,May-19,0,1,1
7727,user_7727,4448,86,37,49,Feb-19,3,0,0
7728,user_7728,214,2,2,0,Jun-18,11,0,0
7729,user_7729,21661,284,78,206,May-19,0,1,1
7730,user_7730,458,16,16,0,Dec-18,5,0,0
7731,user_7731,5351,228,75,153,May-19,0,1,1
7732,user_7732,4676,29,25,4,Mar-19,2,0,0
7733,user_7733,12305,315,225,90,May-19,0,1,1
7734,user_7734,488,17,5,12,May-19,0,0,1
7735,user_7735,3088,305,138,167,May-19,0,1,1
7736,user_7736,1733,81,57,24,May-19,0,0,1
7737,user_7737,5078,94,69,25,Jan-19,4,0,0
7738,user_7738,2865,60,39,21,Apr-19,1,1,0
7739,user_7739,610,10,10,0,Jul-18,10,0,0
7740,user_7740,4151,101,77,24,May-19,0,1,1
7741,user_7741,16,3,3,0,Jun-18,11,0,0
7742,user_7742,9,2,2,0,Jun-18,11,0,0
7743,user_7743,39704,796,339,457,May-19,0,1,1
7744,user_7744,690,23,15,8,May-19,0,1,1
7745,user_7745,5657,278,130,148,May-19,0,1,1
7746,user_7746,14877,211,147,64,May-19,0,1,1
7747,user_7747,2617,72,69,3,Jan-19,4,0,0
7748,user_7748,42691,49,34,15,Apr-19,1,1,0
7749,user_7749,2327,77,60,17,Apr-19,1,1,0
7750,user_7750,7,5,5,0,Jul-18,10,0,0
7751,user_7751,865,23,0,23,May-19,0,1,1
7752,user_7752,535,51,51,0,Nov-18,6,0,0
7753,user_7753,1859,39,20,19,May-19,0,1,1
7754,user_7754,6104,223,96,127,May-19,0,1,1
7756,user_7756,16869,449,122,327,May-19,0,1,1
7757,user_7757,157,18,11,7,Apr-19,1,1,0
7758,user_7758,1853,65,65,0,Nov-18,6,0,0
7759,user_7759,3526,20,20,0,Jul-18,10,0,0
7760,user_7760,2303,57,22,35,Apr-19,1,1,0
7761,user_7761,5,1,1,0,Jun-18,11,0,0
7762,user_7762,10079,118,74,44,May-19,0,1,1
7763,user_7763,3024,91,80,11,May-19,0,1,1
7764,user_7764,3040,41,39,2,Feb-19,3,0,0
7765,user_7765,2423,196,107,89,May-19,0,1,1
7766,user_7766,1811,27,10,17,May-19,0,1,1
7767,user_7767,39186,569,315,254,May-19,0,1,1
7768,user_7768,80,15,15,0,Nov-18,6,0,0
7769,user_7769,12449,195,132,63,May-19,0,1,1
7770,user_7770,1,1,1,0,Dec-18,5,0,0
7771,user_7771,10,7,5,2,Feb-19,3,0,0
7772,user_7772,9,2,2,0,Jun-18,11,0,0
7773,user_7773,11,6,6,0,Jun-18,11,0,0
7774,user_7774,2209,119,105,14,Mar-19,2,0,0
7775,user_7775,260,7,3,4,May-19,0,1,1
7776,user_7776,11888,235,212,23,Apr-19,1,1,0
7777,user_7777,222,5,5,0,Aug-18,9,0,0
7778,user_7778,20906,476,405,71,May-19,0,1,1
7779,user_7779,1856,56,53,3,Apr-19,1,1,0
7780,user_7780,761,13,13,0,Dec-18,5,0,0
7781,user_7781,21,3,3,0,Jun-18,11,0,0
7782,user_7782,1394,35,15,20,May-19,0,1,1
7783,user_7783,57,38,27,11,Apr-19,1,1,0
7784,user_7784,2146,71,41,30,May-19,0,0,1
7785,user_7785,16,3,3,0,Jun-18,11,0,0
7786,user_7786,1809,91,57,34,May-19,0,1,1
7787,user_7787,1431,49,33,16,Apr-19,1,1,0
7788,user_7788,9932,501,257,244,May-19,0,1,1
7789,user_7789,64529,991,544,447,May-19,0,1,1
7790,user_7790,1782,57,4,53,May-19,0,1,1
7791,user_7791,4160,55,41,14,Feb-19,3,0,0
7792,user_7792,12659,182,107,75,May-19,0,1,1
7793,user_7793,48460,1329,878,451,May-19,0,1,1
7794,user_7794,349,17,15,2,Jan-19,4,0,0
7795,user_7795,3523,91,62,29,May-19,0,1,1
7796,user_7796,8315,352,153,199,May-19,0,1,1
7797,user_7797,2641,44,21,23,May-19,0,1,1
7798,user_7798,12,3,3,0,Jun-18,11,0,0
7799,user_7799,25716,1746,864,882,May-19,0,1,1
7800,user_7800,266,30,29,1,Apr-19,1,1,0
7801,user_7801,7730,131,98,33,May-19,0,1,1
7802,user_7802,22417,475,260,215,May-19,0,1,1
7803,user_7803,69,4,4,0,Nov-18,6,0,0
7804,user_7804,16,3,3,0,Jun-18,11,0,0
7805,user_7805,4542,89,84,5,Apr-19,1,1,0
7806,user_7806,459,34,5,29,May-19,0,1,1
7807,user_7807,2253,69,69,0,Aug-18,9,0,0
7808,user_7808,1057,51,0,51,Apr-19,1,1,0
7809,user_7809,400,22,17,5,Mar-19,2,0,0
7810,user_7810,3994,106,65,41,May-19,0,1,1
7812,user_7812,11832,111,77,34,Apr-19,1,1,0
7813,user_7813,20372,273,168,105,May-19,0,1,1
7814,user_7814,397,13,9,4,Apr-19,1,1,0
7815,user_7815,17917,33,32,1,Feb-19,3,0,0
7816,user_7816,24406,381,338,43,Feb-19,3,0,0
7817,user_7817,6443,202,190,12,May-19,0,1,1
7818,user_7818,585,10,1,9,Apr-19,1,1,0
7819,user_7819,9793,433,229,204,May-19,0,1,1
7820,user_7820,110,2,2,0,Jul-18,10,0,0
7821,user_7821,716,24,21,3,Feb-19,3,0,0
7822,user_7822,9806,322,144,178,May-19,0,1,1
7823,user_7823,304,23,7,16,Feb-19,3,0,0
7824,user_7824,4582,112,99,13,Apr-19,1,1,0
7825,user_7825,46,8,7,1,Feb-19,3,0,0
7826,user_7826,7342,195,112,83,May-19,0,1,1
7827,user_7827,1737,16,16,0,Jul-18,10,0,0
7828,user_7828,4377,97,49,48,May-19,0,1,1
7829,user_7829,5162,84,29,55,May-19,0,1,1
7830,user_7830,2474,72,41,31,May-19,0,1,1
7831,user_7831,8594,500,357,143,Apr-19,1,1,0
7832,user_7832,32150,439,324,115,May-19,0,1,1
7833,user_7833,22932,760,459,301,May-19,0,1,1
7835,user_7835,863,87,37,50,Apr-19,1,1,0
7836,user_7836,23786,302,229,73,Apr-19,1,1,0
7837,user_7837,15960,521,247,274,May-19,0,1,1
7838,user_7838,5439,116,58,58,Apr-19,1,1,0
7839,user_7839,3662,110,79,31,Apr-19,1,1,0
7840,user_7840,2595,87,86,1,Mar-19,2,0,0
7841,user_7841,7370,362,214,148,May-19,0,1,1
7842,user_7842,15167,243,80,163,May-19,0,1,1
7843,user_7843,137,29,28,1,Feb-19,3,0,0
7844,user_7844,8590,217,124,93,May-19,0,1,1
7845,user_7845,44033,835,186,649,May-19,0,1,1
7846,user_7846,11831,203,61,142,Apr-19,1,1,0
7847,user_7847,17964,147,104,43,Apr-19,1,1,0
7848,user_7848,183705,651,321,330,May-19,0,1,1
7849,user_7849,12354,155,0,155,May-19,0,1,1
7850,user_7850,19473,200,130,70,May-19,0,1,1
7851,user_7851,171,43,9,34,May-19,0,1,1
7852,user_7852,154911,246,152,94,May-19,0,1,1
7853,user_7853,761,95,54,41,May-19,0,1,1
7854,user_7854,1836,88,51,37,May-19,0,1,1
7855,user_7855,91937,381,234,147,May-19,0,1,1
7857,user_7857,3145,140,3,137,May-19,0,1,1
7858,user_7858,385,35,16,19,May-19,0,1,1
7859,user_7859,1010,28,21,7,Apr-19,1,1,0
7860,user_7860,164,8,8,0,Aug-18,9,0,0
7861,user_7861,2964,30,18,12,Apr-19,1,1,0
7862,user_7862,1558,84,36,48,May-19,0,1,1
7863,user_7863,60,7,7,0,Oct-18,7,0,0
7864,user_7864,1489,5,5,0,Aug-18,9,0,0
7865,user_7865,1736,60,44,16,Apr-19,1,1,0
7866,user_7866,1661,20,6,14,May-19,0,0,1
7867,user_7867,1626,34,32,2,Jan-19,4,0,0
7868,user_7868,666,18,5,13,Apr-19,1,1,0
